side,entry_time,entry_price,exit_time,exit_price,exit_reason,pnl_pts,cum_pnl_pts
long,2023-11-28 17:00:00+00:00,38210.75,2023-11-28 23:00:00+00:00,37775.96428571429,stop,-434.7857142857101,-4521.178571428554
short,2023-11-30 09:00:00+00:00,37713.53,2023-11-30 19:00:00+00:00,37711.50257142857,trail_stop,2.027428571425844,-4519.151142857128
long,2023-12-01 09:00:00+00:00,38705.25,2023-12-01 12:00:00+00:00,38370.00428571428,stop,-335.24571428571653,-4854.396857142845
short,2023-12-07 15:00:00+00:00,43659.99,2023-12-07 17:00:00+00:00,43606.075142857146,trail_stop,53.91485714285227,-4800.481999999993
long,2023-12-08 20:00:00+00:00,44363.99,2023-12-09 01:00:00+00:00,44367.517714285714,trail_stop,3.527714285715774,-4796.954285714277
short,2023-12-10 09:00:00+00:00,43606.79,2023-12-10 15:00:00+00:00,43928.26428571429,stop,-321.4742857142919,-5118.428571428569
long,2023-12-13 20:00:00+00:00,42874.88,2023-12-13 22:00:00+00:00,43041.42314285714,trail_stop,166.54314285713917,-4951.88542857143
short,2023-12-15 16:00:00+00:00,41798.23,2023-12-16 03:00:00+00:00,42348.408571428576,stop,-550.1785714285725,-5502.064000000002
long,2023-12-19 02:00:00+00:00,43076.71,2023-12-19 14:00:00+00:00,42244.87714285714,stop,-831.8328571428574,-6333.8968571428595
short,2023-12-22 23:00:00+00:00,43969.04,2023-12-23 04:00:00+00:00,43302.510714285716,tp,666.5292857142849,-5667.367571428575
long,2023-12-24 04:00:00+00:00,43794.81,2023-12-24 05:00:00+00:00,43545.73714285714,stop,-249.07285714285536,-5916.44042857143
short,2023-12-24 18:00:00+00:00,43659.63,2023-12-24 20:00:00+00:00,43596.518571428576,trail_stop,63.11142857142113,-5853.329000000009
long,2023-12-26 04:00:00+00:00,43450.01,2023-12-26 05:00:00+00:00,43101.25714285715,stop,-348.75285714285565,-6202.0818571428645
short,2023-12-26 08:00:00+00:00,42706.41,2023-12-26 09:00:00+00:00,42442.65342857143,trail_stop,263.7565714285738,-5938.325285714291
long,2023-12-27 21:00:00+00:00,43366.2,2023-12-28 00:00:00+00:00,43428.63028571429,trail_stop,62.43028571429022,-5875.895
short,2023-12-28 22:00:00+00:00,42626.07,2023-12-29 01:00:00+00:00,42452.00314285714,trail_stop,174.0668571428614,-5701.828142857139
long,2023-12-31 06:00:00+00:00,42252.67,2023-12-31 07:00:00+00:00,42448.794,trail_stop,196.12400000000343,-5505.704142857136
